SCORES_TXT_BEGIN_0 0 1 2 WER
2 32 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 1 3 2 WER
1 21 
0 21 
1 21 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 2 1 2 WER
0 25 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 3 1 2 WER
1 38 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 4 1 2 WER
0 61 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 5 3 2 WER
3 36 
8 36 
2 36 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 6 1 2 WER
0 48 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 7 9 2 WER
2 9 
0 9 
1 9 
3 9 
2 9 
3 9 
3 9 
3 9 
2 9 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 8 1 2 WER
0 15 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 9 1 2 WER
0 38 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 10 4 2 WER
5 91 
4 91 
6 91 
1 91 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 11 2 2 WER
2 44 
0 44 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 12 1 2 WER
2 30 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 13 1 2 WER
3 113 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 14 1 2 WER
0 14 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 15 1 2 WER
1 33 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 16 100 2 WER
0 6 
1 6 
1 6 
3 6 
1 6 
1 6 
1 6 
4 6 
4 6 
2 6 
7 6 
2 6 
1 6 
3 6 
2 6 
3 6 
2 6 
3 6 
2 6 
3 6 
1 6 
2 6 
4 6 
3 6 
5 6 
3 6 
1 6 
1 6 
4 6 
1 6 
3 6 
1 6 
3 6 
2 6 
3 6 
1 6 
2 6 
1 6 
2 6 
4 6 
3 6 
1 6 
2 6 
3 6 
1 6 
1 6 
2 6 
1 6 
6 6 
5 6 
1 6 
2 6 
6 6 
4 6 
2 6 
3 6 
1 6 
5 6 
2 6 
2 6 
2 6 
4 6 
1 6 
2 6 
3 6 
2 6 
3 6 
2 6 
3 6 
6 6 
3 6 
2 6 
3 6 
1 6 
2 6 
3 6 
3 6 
2 6 
2 6 
5 6 
5 6 
2 6 
3 6 
3 6 
2 6 
4 6 
2 6 
4 6 
1 6 
2 6 
2 6 
2 6 
1 6 
3 6 
3 6 
2 6 
5 6 
3 6 
3 6 
5 6 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 17 1 2 WER
0 60 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 18 1 2 WER
0 50 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 19 1 2 WER
0 41 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 20 4 2 WER
7 23 
5 23 
1 23 
5 23 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 21 1 2 WER
0 54 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 22 2 2 WER
2 18 
6 18 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 23 1 2 WER
0 42 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 24 1 2 WER
0 69 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 25 2 2 WER
2 29 
1 29 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 26 1 2 WER
0 29 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 27 1 2 WER
0 44 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 28 1 2 WER
0 30 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 29 1 2 WER
0 42 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 30 1 2 WER
0 35 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 31 1 2 WER
0 21 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 32 1 2 WER
0 53 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 33 95 2 WER
0 7 
1 7 
1 7 
1 7 
4 7 
1 7 
1 7 
1 7 
2 7 
1 7 
2 7 
2 7 
1 7 
3 7 
1 7 
1 7 
1 7 
2 7 
3 7 
2 7 
1 7 
1 7 
1 7 
1 7 
2 7 
1 7 
3 7 
2 7 
1 7 
2 7 
1 7 
1 7 
1 7 
1 7 
2 7 
2 7 
1 7 
2 7 
1 7 
2 7 
3 7 
1 7 
3 7 
2 7 
1 7 
1 7 
1 7 
1 7 
2 7 
2 7 
2 7 
1 7 
3 7 
2 7 
1 7 
1 7 
2 7 
2 7 
1 7 
1 7 
2 7 
2 7 
2 7 
2 7 
2 7 
2 7 
2 7 
1 7 
1 7 
2 7 
2 7 
4 7 
2 7 
1 7 
3 7 
1 7 
3 7 
1 7 
2 7 
5 7 
1 7 
2 7 
2 7 
1 7 
2 7 
1 7 
1 7 
2 7 
1 7 
2 7 
2 7 
2 7 
2 7 
2 7 
4 7 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 34 2 2 WER
2 24 
0 24 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 35 1 2 WER
0 54 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 36 1 2 WER
0 35 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 37 1 2 WER
0 19 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 38 1 2 WER
0 18 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 39 1 2 WER
0 23 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 40 1 2 WER
0 23 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 41 1 2 WER
0 27 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 42 1 2 WER
0 89 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 43 1 2 WER
0 62 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 44 1 2 WER
0 34 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 45 1 2 WER
2 55 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 46 1 2 WER
0 31 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 47 1 2 WER
2 38 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 48 1 2 WER
0 17 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 49 2 2 WER
3 24 
0 24 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 50 1 2 WER
0 24 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 51 1 2 WER
0 28 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 52 1 2 WER
1 71 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 53 4 2 WER
0 11 
5 11 
1 11 
2 11 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 54 9 2 WER
0 11 
2 11 
2 11 
3 11 
2 11 
4 11 
5 11 
3 11 
2 11 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 55 33 2 WER
0 9 
1 9 
1 9 
1 9 
1 9 
1 9 
2 9 
1 9 
2 9 
1 9 
3 9 
1 9 
2 9 
2 9 
1 9 
3 9 
1 9 
1 9 
1 9 
1 9 
1 9 
1 9 
1 9 
2 9 
1 9 
1 9 
1 9 
1 9 
1 9 
2 9 
2 9 
1 9 
1 9 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 56 1 2 WER
0 37 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 57 1 2 WER
3 26 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 58 1 2 WER
0 46 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 59 1 2 WER
0 42 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 60 1 2 WER
0 14 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 61 1 2 WER
0 39 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 62 1 2 WER
1 52 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 63 57 2 WER
0 8 
1 8 
2 8 
3 8 
1 8 
1 8 
1 8 
3 8 
1 8 
1 8 
1 8 
2 8 
2 8 
2 8 
2 8 
4 8 
2 8 
2 8 
2 8 
5 8 
4 8 
1 8 
1 8 
4 8 
1 8 
2 8 
1 8 
2 8 
2 8 
4 8 
1 8 
1 8 
2 8 
1 8 
1 8 
1 8 
3 8 
1 8 
2 8 
2 8 
2 8 
3 8 
1 8 
4 8 
3 8 
1 8 
5 8 
4 8 
5 8 
2 8 
1 8 
4 8 
4 8 
1 8 
1 8 
1 8 
1 8 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 64 1 2 WER
8 64 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 65 1 2 WER
1 30 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 66 1 2 WER
2 88 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 67 1 2 WER
0 86 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 68 100 2 WER
0 6 
1 6 
2 6 
1 6 
1 6 
2 6 
1 6 
2 6 
1 6 
1 6 
2 6 
1 6 
1 6 
1 6 
6 6 
2 6 
2 6 
2 6 
1 6 
1 6 
2 6 
1 6 
1 6 
4 6 
1 6 
4 6 
1 6 
3 6 
1 6 
2 6 
2 6 
2 6 
2 6 
4 6 
1 6 
6 6 
5 6 
2 6 
2 6 
5 6 
6 6 
2 6 
1 6 
2 6 
3 6 
1 6 
1 6 
2 6 
3 6 
2 6 
1 6 
2 6 
2 6 
4 6 
2 6 
2 6 
2 6 
3 6 
2 6 
1 6 
3 6 
2 6 
2 6 
2 6 
4 6 
1 6 
1 6 
2 6 
2 6 
2 6 
2 6 
5 6 
2 6 
2 6 
2 6 
2 6 
3 6 
3 6 
1 6 
2 6 
1 6 
1 6 
1 6 
2 6 
1 6 
3 6 
2 6 
7 6 
6 6 
3 6 
1 6 
2 6 
1 6 
7 6 
2 6 
2 6 
4 6 
1 6 
3 6 
2 6 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 69 1 2 WER
0 45 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 70 2 2 WER
1 14 
2 14 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 71 1 2 WER
2 57 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 72 1 2 WER
0 38 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 73 2 2 WER
1 47 
2 47 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 74 100 2 WER
0 7 
2 7 
2 7 
1 7 
1 7 
3 7 
2 7 
3 7 
3 7 
3 7 
1 7 
2 7 
1 7 
2 7 
2 7 
1 7 
2 7 
4 7 
4 7 
1 7 
1 7 
1 7 
3 7 
3 7 
1 7 
1 7 
1 7 
2 7 
3 7 
5 7 
4 7 
4 7 
3 7 
2 7 
1 7 
1 7 
2 7 
3 7 
1 7 
3 7 
3 7 
2 7 
2 7 
3 7 
2 7 
4 7 
1 7 
1 7 
2 7 
2 7 
1 7 
1 7 
2 7 
1 7 
1 7 
2 7 
1 7 
3 7 
3 7 
2 7 
2 7 
2 7 
4 7 
3 7 
2 7 
3 7 
2 7 
3 7 
2 7 
4 7 
1 7 
4 7 
3 7 
1 7 
1 7 
1 7 
3 7 
2 7 
2 7 
3 7 
2 7 
2 7 
3 7 
2 7 
3 7 
1 7 
3 7 
2 7 
3 7 
5 7 
1 7 
1 7 
2 7 
4 7 
2 7 
2 7 
3 7 
2 7 
2 7 
6 7 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 75 1 2 WER
3 40 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 76 1 2 WER
0 21 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 77 1 2 WER
0 35 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 78 1 2 WER
0 24 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 79 3 2 WER
8 31 
4 31 
0 31 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 80 1 2 WER
0 25 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 81 64 2 WER
4 9 
5 9 
4 9 
3 9 
4 9 
2 9 
5 9 
2 9 
1 9 
3 9 
4 9 
2 9 
3 9 
3 9 
2 9 
2 9 
2 9 
3 9 
2 9 
5 9 
3 9 
3 9 
4 9 
5 9 
3 9 
3 9 
3 9 
2 9 
2 9 
3 9 
4 9 
3 9 
2 9 
4 9 
5 9 
2 9 
2 9 
6 9 
3 9 
4 9 
3 9 
1 9 
2 9 
3 9 
3 9 
4 9 
3 9 
3 9 
2 9 
3 9 
2 9 
4 9 
2 9 
3 9 
3 9 
3 9 
4 9 
3 9 
4 9 
4 9 
3 9 
5 9 
4 9 
6 9 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 82 100 2 WER
0 7 
1 7 
2 7 
2 7 
4 7 
1 7 
3 7 
2 7 
2 7 
1 7 
1 7 
2 7 
